name,instructions,category,glass,ingredient-1,ingredient-2,ingredient-3,ingredient-4,ingredient-5,ingredient-6,ingredient-7,ingredient-8,ingredient-9,ingredient-10,ingredient-11,ingredient-12,measurement-1,measurement-2,measurement-3,measurement-4,measurement-5,measurement-6,measurement-7,measurement-8,measurement-9,measurement-10,measurement-11,measurement-12
The Delmarva Cocktail,Shake with ice and strain into chilled cocktail glass. Garnish with mint.,Whiskies,Cocktail Glass, Straight rye whiskey, Dry Vermouth, White creme de menthe, Fresh lemon juice,,,,,,,,,2 oz,1/2 oz,1/2 oz,1/2 oz, Fresh mint sprigs,,,,,,,
Sputnik,Shake with ice until frothy and pour into red-wine glass. Garnish with peach.,Vodka,Red-Wine Glass, Vodka, Peach schnapps, Fresh orange juice, half-and-half,,,,,,,,,1 1/4 oz,1 1/4 oz,3 oz,3 oz, Peach slice,,,,,,,
Gotham,Pour absinthe into chilled old-fashioned glass and swirl to coat. Shake brandy and bitters with ice and strain into glass. Add lemon twist.,Brandy,Old-Fashioned Glass, Absinthe or pastis, Brandy, Peach bitters, Lemon twist,,,,,,,,,1 oz,3 oz,3 oz,,,,,,,,,
De La Louisiane,Stir with ice and strain into chilled cocktail glass. Garnish with cherry.,Whiskies,Cocktail Glass, Straight rye whiskey, Sweet Vermouth, Benedictine, Absinthe or pastis, Peychaud's Bitters, Maraschino cherry,,,,,,,3/4 oz,3/4 oz,3/4 oz,3 oz,3 oz,,,,,,,
The Debonair,Stir and strain into chilled cocktail glass. Add lemon twist.,Whiskies,Cocktail Glass, Single-malt Scotch whisky, Ginger liqueur, Lemon twist,,,,,,,,,,2 1/2 oz,1 oz,,,,,,,,,,
Soviet,Shake with ice and strain into ice-filled old-fashioned glass. Add lemon twist.,Vodka,Old-Fashioned Glass, Vodka, Amontillado sherry, Dry Vermouth, Lemon twist,,,,,,,,,1 1/2 oz,1/2 oz,1/2 oz,,,,,,,,,
Daisy Dueller,Shake first four ingredients with ice. Strain into chilled highball glass. Add ice and fill with soda. Garnish with orange and lemon.,Whiskies,Highball Glass, Tennessee whiskey, Fresh lemon juice, Simple Syrup, Triple Sec,, Orange and lemon wheels,,,,,,,2 oz,3/4 oz,3/4 oz,1/2 oz, Soda water,,,,,,,
Sonic Blaster,Shake and pour into ice-filled Collins glass. Garnish with orange and lime.,Vodka,Collins Glass, Vodka, Light Rum, Creme de banana, Pineapple Juice, Orange juice, Cranberry Juice,,,,,,,1/2 oz,1/2 oz,1/2 oz,1 oz,1 oz,1 oz,,,,,,
Creole Lady,Stir with ice and strain into chilled cocktail glass. Garnish with cherry.,Whiskies,Cocktail Glass, Bourbon whiskey, Madeira, Grenadine, Maraschino cherry,,,,,,,,,1 1/2 oz,1 1/2 oz,1 oz,,,,,,,,,
Rum Coooler,"In collins glass, dissolve powdered sugar in carbonated water. Stir. Fill glass with ice and add rum. Fill with carbonated water or ginger ale and stir again. Insert a spiral of orange or lemon peel (or both) and dangle end over rim of glass.",Cocktail Classics,Collins Glass,powdered sugar, carbonated water, Mr. Boston Rum,ginger ale,,,,,,,,,1/2 tsp ,2 oz,1 oz,,spirals of lemon and orange peel,,,,,,,
Siberian Sleighride,Shake with ice and strain into chilled snifter. Sprinkle with chocolate shavings.,Vodka,Brandy Snifter, Vodka, White creme de cacao, White creme de menthe, half-and-half,,,,,,,,,1 1/4 oz,3/4 oz,1/2 oz,3 oz, Shaved bittersweet chocolate,,,,,,,
Cotton Club Flip,Shake first four ingredients without ice. Add ice and shake again. Strain into ice-filled old-fashioned glass. Top with bitters. Garnish with cotton candy.,Whiskies,Old-Fashioned Glass, Vanilla-Infused Bourbon, Honey-Currant Syrup, Fresh Lime Juice, Egg White, Rhubarb bitters, Stick of cotton candy,,,,,,,2 oz,1/2 oz,3/4 oz,1 oz,2 oz,,,,,,,
Golden Dawn,Shake first four ingredients with ice and strain into ice-filled oldfashioned glass. Add grenadine.,Brandy,Old-Fashioned Glass, Apple Brandy, Apricot-Flavored Brandy, Gin, Fresh orange juice, Grenadine,,,,,,,,1 oz,1/2 oz,1/2 oz,1 oz,1 oz,,,,,,,
Sidecar,Shake with ice and strain into a chilled cocktail glass.,Cocktail Classics,Cocktail Glass, Cognac, Triple Sec, Fresh lemon juice, Vodka, Madeira, Fresh orange juice and orange wheel,,,,,,,1 oz,1 oz,1/2 oz,1 1/2 oz,1 oz,1/2 oz,,,,,,
Shalom,Shake with ice and strain into ice-filled old-fashioned glass. Add orange wheel.,Vodka,Old-Fashioned Glass, Vodka, Madeira, Fresh orange juice and orange wheel, Bourbon Whiskey, White creme de cacao, Fresh lemon juice,,,,,,,1 1/2 oz,1 oz,1/2 oz,2 oz,3/4 oz,1/2 oz,,,,,,
Commodore Cocktail,Shake with ice and strain into chilled champagne flute.,Whiskies,Champagne Flute, Bourbon Whiskey, White creme de cacao, Fresh lemon juice, Grenadine,,,,,,,,,2 oz,3/4 oz,1/2 oz,1 oz,,,,,,,,
Sea Breeze,Pour into ice-filled highball glass. Garnish with lime.,Vodka,Highball Glass, Vodka, Cranberry Juice, Fresh grapefruit juice, Lime wedge,,,,,,,,,1 1/2 oz,4 oz,1 oz,,,,,,,,,
Screwdriver,Pour into ice-filled highball glass. Stir well.,Vodka,Highball Glass, Vodka, Orange juice,,,,,,,,,,,1 1/2 oz,5 oz,,,,,,,,,,
Coffee Old-Fashioned,"Pour bourbon, syrup, bitters, and coffee into ice-filled old-fashioned glass and stir. Add soda water and stir again. Garnish with orange and cherry.",Whiskies,Old-Fashioned Glass, Bourbon whiskey, Simple Syrup, Angostura Bitters, Cold brewed coffee, Soda water," Orange wheel, maraschino cherry",,,,,,,2 oz,3/4 oz,2 oz,1 oz,2 oz,,,,,,,
Dry Martini,serve with an olive. ,Cocktail Classics,, Mr. Boston Gin, Dry Vermouth,,,,,,,,,,,1 2/3 oz,1/3 oz,,,,,,,,,,
Salty Dog,Rim highball glass with lemon and salt. Fill with ice. Add vodka and grapefruit juice and stir.,Vodka,Highball Glass," Lemon wedge, coarse salt", Vodka, Grapefruit Juice,,,,,,,,,,For glass,1 1/2 oz,5 oz,,,,,,,,,
Dr. Cook,Shake with ice and strain into wine glass.,Cocktail Classics,Red-Wine Glass, Mr. Boston Gin, Lemon Juice, Maraschino, Egg White,,,,,,,,,3/4 oz,1 oz,1 oz,1 oz,,,,,,,,
Dillatini Cocktail,Serve with a dilly bean.,Cocktail Classics,, Mr. Boston Gin, Dry Vermouth,,,,,,,,,,,1 1/2 oz,3/4 oz,,,,,,,,,,
Chi-Town Flip,Shake first six ingredients without ice. Add ice and shake again. Strain into ice-filled Collins glass. Add bitters and top with nutmeg.,Whiskies,Collins Glass, Bourbon whiskey, Tawny port, Fresh lemon juice, Vanilla liqueur and 3 oz, Simple Syrup, Whole Egg and grated nutmet,,,,,,,2 oz,3/4 oz,3/4 oz,3/4 oz,1/4 oz,1 oz,,,,,,
Chef's Pain,Shake with ice and strain into chilled cocktail glass.,Vodka,Cocktail Glass, Bourbon whiskey, Fresh Lime Juice, Blackberry liqueur, B & B,,,,,,,,,2 oz,3/4 oz,1/2 oz,1/2 oz,,,,,,,,
Sampan Shipwreck A,Shake well with ice. Double-strain into chilled cocktail glass. Perch pineapple on rim of glass.,Vodka,Cocktail Glass, Vodka, Orange liqueur, Canned coconut milk, Cold brewed chai tea, orgeat or almond syrup, Pineapple wedge,,,,,,,1 1/2 oz,1/2 oz,1/2 oz,1/2 oz,1/2 oz,,,,,,,
Chas,Stir with ice and strain into chilled cocktail glass. Add orange twist.,Whiskies,Cocktail Glass, Bourbon whiskey, Amaretto, Benedictine, Triple Sec, Orange curacao, Orange twist,,,,,,,1 1/2 oz,1/4 oz,1/4 oz,1/4 oz,1/4 oz,,,,,,,
Goat's Delight,Shake with ice and strain into chilled cocktail glass.,Brandy,Cocktail Glass, Brandy, Kirschwasser, half-and-half, orgeat or almond syrup, Absinthe or pastis,,,,,,,,1 oz,1 1/2 oz,1/4 oz,1 oz,1 oz,,,,,,,
Russian Bear Cocktail,Stir with ice and strain into chilled cocktail glass.,Vodka,Cocktail Glass, Vodka, White creme de cacao, half-and-half,,,,,,,,,,1 oz,1/2 oz,1/2 oz,,,,,,,,,
Character Development,Stir with ice and strain into chilled cocktail glass. Add grapefruit twist.,Whiskies,Cocktail Glass, Scotch Whiskey, Coconut liqueur, Dry Sherry, Grapefruit bitters,,,,,,,,,2 oz,1/2 oz,1/2 oz,2 oz, Grapefruit twist,,,,,,,
Ruby Red,Shake with ice and strain into chilled cocktail glass. Add grapefruit twist.,Vodka,Cocktail Glass, Grapefruit-flavored vodka, Triple Sec, Fresh ruby red grapefruit juice, Fresh orange juice,,,,,,,,,2 oz,1 1/2 oz,1 1/2 oz,1 oz, Grapefruit twist,,,,,,,
Chaplin,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,Whiskies,Cocktail Glass, Bourbon whiskey, Dry Sherry, Ramazzotti Amaro, Triple Sec, Orange Bitters, Lemon twist,,,,,,,3/4 oz,3/4 oz,3/4 oz,1 oz,2 oz,,,,,,,
Rouxby Red,Rim chilled cocktail glass with lemon and salt. Shake remaining ingredients with ice and strain into glass.,Vodka,Cocktail Glass,"For glass Lemon wedge, coarse salt", Grapefruit-flavored vodka, Fresh lemon juice, Grapefruit Juice, Campari, Simple Syrup,,,,,,,For glass,1 1/2 oz,1/4 oz,3/4 oz,1/2 oz,1/2 oz,,,,,,
Rosemary Clementine Sparkle,"Squeeze clementine into mixing glass. Twist rind and add to glass. Add vodka, lemon juice, syrup, and rosemary sprig. Add ice and shake. Strain into chilled cocktail glass. Top with sparkling wine or Champagne. Garnish with remaining rosemary sprig.",Vodka,Cocktail Glass, Clementine or mandarin orange, Vodka, Fresh lemon juice, Honey Syrup, Fresh rosemary sprig, Chilled sparkling wine or Champagne,,,,,,,1/4 oz,1 1/2 oz,3/4 oz,3/4 oz,1 oz,1 oz,,,,,,
Chapel Hill,Shake with ice and strain into chilled cocktail glass. Add orange twist.,Whiskies,Cocktail Glass, Bourbon whiskey, Triple Sec, Fresh lemon juice, Orange twist,,,,,,,,,2 oz,1/2 oz,1/2 oz,,,,,,,,,
Robin's Nest,Shake with ice and strain into chilled cocktail glass.,Vodka,Cocktail Glass, Vodka, Cranberry Juice, White creme de cacao,,,,,,,,,,1 oz,1 oz,1/2 oz,,,,,,,,,
Chancellor Cocktail,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,Whiskies,Cocktail Glass, Blended Scotch Whiskey, Dry Vermouth, Tawny port, Peychaud's Bitters,,,,,,,,,1 1/2 oz,1/2 oz,1/2 oz,1 oz, Lemon twist,,,,,,,
Cafe di Saronno,Add 1 oz. Amaretto di Saronno to a cup of black coffee. Top with whipped cream.,Cocktail Classics,Mug, Amaretto di Saronno, Hot Black Coffee,,,,,,,,,,,1 oz,,,,,,,,,,,
Carre Reprise,Stir with ice. Strain into ice-filled old-fashioned glass. Add lemon twist.,Whiskies,Old-Fashioned Glass, Straight rye whiskey, Cognac, Sweet Vermouth, Elderflower liqueur, Angostura Bitters, Peychaud's Bitters,,,,,,,1 oz,1 oz,1 oz,1/2 oz,1 oz,1 oz,,,,,,
Gilroy Cocktail,Shake with ice and strain into chilled cocktail glass.,Brandy,Cocktail Glass, cherry-flavored brandy, Gin, Dry Vermouth, Fresh lemon juice, Orange Bitters,,,,,,,,3/4 oz,3/4 oz,1/2 oz,1/2 oz,1 oz,,,,,,,
Redhead Martini,Muddle halved strawberries in mixing glass with lemon juice and syrup. Add vodka and ice and shake well. Strain into chilled cocktail glass. Add sparkling wine. Garnish with the strawberry.,Vodka,Cocktail Glass," Strawberries, cut into halves", Fresh lemon juice, Simple Syrup, Citrus-flavored vodka, Chilled Moscato d'Asti or sweet sparkling wine, Strawberry,,,,,,,4 oz,3/4 oz,3/4 oz,1 1/2 oz,1 oz,,,,,,,
Red Apple,Shake with ice and strain into chilled cocktail glass.,Vodka,Cocktail Glass, Vodka, Apple juice, Fresh lemon juice, Grenadine,,,,,,,,,1 1/2 oz,1 oz,1/2 oz,1 oz,,,,,,,,
Canal Street Daisy,Add Scotch and juices to ice-filled Collins glass and stir. Fill with soda water and stir again. Garnish with orange.,Whiskies,Collins Glass, Blended Scotch Whiskey, Orange juice, Fresh lemon juice, Soda water, Orange wheel,,,,,,,,1 oz,1 oz,3/4 oz,1 oz,1 oz,,,,,,,
Canadian Cocktail,Shake with ice and strain into chilled cocktail glass.,Whiskies,Cocktail Glass, Canadian whisky, Triple Sec, Simple Syrup, Angostura Bitters,,,,,,,,,1 1/2 oz,1/2 oz,1/2 oz,1 oz,,,,,,,,
Purple Ruby,Shake with ice and strain into chilled cocktail glass. Add grapefruit twist.,Vodka,Cocktail Glass, Vodka, Pomegranate juice, Grapefruit Juice, Fresh Lime Juice, Honey Syrup, Grapefruit twist,,,,,,,1 1/2 oz,1 1/2 oz,1/2 oz,1/4 oz,1/4 oz,,,,,,,
Canadian Cherry,Moisten rim of old-fashioned glass with maraschino liqueur. Fill with ice. Shake ingredients with ice and strain into glass.,Whiskies,Old-Fashioned Glass, Maraschino liqueur, Canadian whisky, Maraschino liqueur, Fresh lemon juice, Orange juice,,,,,,,,1 oz,1 1/2 oz,1/2 oz,1/2 oz,1/2 oz,,,,,,,
Orange Smile,Shake with ice and strain into stem goblet.,Cocktail Classics,Red-Wine Glass, Egg, Juice of Orange, Grenadine,,,,,,,,,,1 oz,1 oz,1 oz,,,,,,,,,
Purple Passion Iced Tea,Pour ingredients into ice-filled highball glass in order listed and stir. Add lemon twist.,Vodka,Highball Glass, Vodka, Light Rum, Gin, Black raspberry liqueur, Simple Syrup, Fresh lemon juice and 3 oz,,,,,,,1/2 oz,1/2 oz,1/2 oz,1/2 oz,1/2 oz,3/4 oz,,,,,,
Canadian Breeze,Shake with ice. Strain into ice-filled old-fashioned glass. Garnish with pineapple and cherry.,Whiskies,Old-Fashioned Glass, Canadian whisky, Pineapple Juice, Fresh lemon juice, Maraschino liqueur," Pineapple wedge, maraschino cherry",,,,,,,,1 1/2 oz,3/4 oz,1/2 oz,1/4 oz,1 oz,,,,,,,
Purple Passion,Shake with ice. Pour with ice into Collins glass.,Vodka,Collins Glass, Vodka, Grapefruit Juice, Concord grape juice, Simple Syrup,,,,,,,,,1 1/2 oz,2 oz,2 oz,1/2 oz,,,,,,,,
Cameron's Kick Cocktail,Shake with ice and strain into chilled cocktail glass.,Whiskies,Cocktail Glass, Blended Scotch Whiskey, Irish Whiskey, Fresh lemon juice, Orange Bitters,,,,,,,,,3/4 oz,3/4 oz,1/2 oz,2 oz,,,,,,,,
